line_item_narative,Line_item_target,aug_flag
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",ham,default
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,ham,default
WOT U WANNA DO THEN MISSY?,ham,default
Do you know where my lab goggles went,ham,default
Can you open the door?,ham,default
"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",spam,default
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham,default
Huh so early.. Then Ì_ having dinner outside izzit?,ham,default
Ok anyway no need to change with what you said,ham,default
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam,default
my ex-wife was not able to have kids. Do you want kids one day?,ham,default
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,ham,default
"\Pete can you please ring meive hardly gotany credit\""""",ham,default
Ya srsly better than yi tho,ham,default
"I'm in a meeting, call me later at",ham,default
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam,default
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,default
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham,default
Gud mrng dear have a nice day,ham,default
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,default
I'm going out to buy mum's present ar.,ham,default
Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,ham,default
If u sending her home first it's ok lor. I'm not ready yet.,ham,default
Speaking of does he have any cash yet?,ham,default
Meet after lunch la...,ham,default
XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,spam,default
"It's fine, imma get a drink or somethin. Want me to come find you?",ham,default
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam,default
I have many dependents,ham,default
"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",ham,default
He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,ham,default
For my family happiness..,ham,default
I come n pick Ì_ up... Come out immediately aft ur lesson...,ham,default
Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,ham,default
Good words.... But words may leave u in dismay many times.,ham,default
"sorry, no, have got few things to do. may be in pub later.",ham,default
"Haha good to hear, I'm officially paid and on the market for an 8th",ham,default
How many licks does it take to get to the center of a tootsie pop?,ham,default
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,spam,default
Oh that was a forwarded message. I thought you send that to me,ham,default
When Ì_ login dat time... Dad fetching Ì_ home now?,ham,default
"What will we do in the shower, baby?",ham,default
I had askd u a question some hours before. Its answer,ham,default
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",ham,default
" said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",ham,default
Ya very nice. . .be ready on thursday,ham,default
Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,ham,default
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham,default
Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,ham,default
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,spam,default
No prob. I will send to your email.,ham,default
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",spam,default
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),ham,default
Tell them the drug dealer's getting impatient,ham,default
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",ham,default
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",ham,default
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham,default
Sorry me going home first... Daddy come fetch Ì_ later...,ham,default
This pay is  &lt;DECIMAL&gt;  lakhs:),ham,default
Did u receive my msg?,ham,default
Ho ho - big belly laugh! See ya tomo,ham,default
SMS. ac sun0819 posts HELLO:\You seem cool,spam,default
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,spam,default
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ham,default
"I've got  &lt;#&gt; , any way I could pick up?",ham,default
"I dont knw pa, i just drink milk..",ham,default
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,ham,default
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",ham,default
Cause I'm not freaky lol,ham,default
What is this 'hex' place you talk of? Explain!,ham,default
Is xy going 4 e lunch?,ham,default
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,spam,default
I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham,default
Have you finished work yet? :),ham,default
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham,default
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,spam,default
Will purchase d stuff today and mail to you. Do you have a po box number?,ham,default
Good. Good job. I like entrepreneurs,ham,default
"Aight, you close by or still down around alex's place?",ham,default
meet you in corporation st outside gap Û_ you can see how my mind is working!,ham,default
Mum ask Ì_ to buy food home...,ham,default
K..u also dont msg or reply to his msg..,ham,default
How much r Ì_ willing to pay?,ham,default
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,ham,default
So when do you wanna gym harri,ham,default
Quite late lar... Ard 12 anyway i wun b drivin...,ham,default
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",spam,default
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,spam,default
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,ham,default
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,ham,default
08714712388 between 10am-7pm Cost 10p,spam,default
He also knows about lunch menu only da. . I know,ham,default
When i have stuff to sell i.ll tell you,ham,default
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,spam,default
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,ham,default
S'fine. Anytime. All the best with it.,ham,default
That is wondar full flim.,ham,default
Got it! It looks scrumptious... daddy wants to eat you all night long!,ham,default
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,ham,default
"Alright omw, gotta change my order to a half8th",ham,default
Exactly. Anyways how far. Is jide her to study or just visiting,ham,default
Dunno y u ask me.,ham,default
No he didn't. Spring is coming early yay!,ham,default
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,ham,default
Then why no one talking to me,ham,default
Wish i were with you now!,ham,default
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,ham,default
Yes i will be there. Glad you made it.,ham,default
Do well :)all will for little time. Thing of good times ahead:,ham,default
Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,ham,default
Men like shorter ladies. Gaze up into his eyes.,ham,default
U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,spam,default
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,ham,default
By monday next week. Give me the full gist,ham,default
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",spam,default
You have an important customer service announcement from PREMIER.,spam,default
