Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,1,train,07732584351 - rodger burns - msg = tried call reply sms free nokia mobile + free camcorder. please call 08000930705 delivery tomorrow,22,"[('free nokia mobile', 0.013635281357903649), ('reply sms free', 0.022619048026866942), ('sms free nokia', 0.022619048026866942), ('rodger burns', 0.024025565434766742), ('call reply sms', 0.035710233126699284), ('nokia mobile', 0.038712704770480444), ('free camcorder', 0.05071272082504947), ('reply sms', 0.06293003982763551), ('msg', 0.0744086357708869), ('sms free', 0.08303696244858727), ('free nokia', 0.08303696244858727), ('call reply', 0.1273706910391025), ('rodger', 0.1531727145735673), ('burns', 0.1531727145735673), ('mobile', 0.1531727145735673), ('camcorder', 0.1531727145735673), ('free', 0.1575511279697302), ('delivery tomorrow', 0.17489688856027394), ('call', 0.23216465691767033), ('reply', 0.2433193585127945)]","['call', 'reply']","call,reply"
ham,WHO ARE YOU SEEING?,0,test,seeing?,1,[],[],
ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,0,test,great! hope like man well endowed. &lt;#&gt; inches...,8,"[('great', 0.06588837669267192), ('inches', 0.26303348124903125), ('hope', 0.4949246952252326), ('endowed', 0.4949246952252326), ('hope like man', 0.5162806230574593), ('man well endowed', 0.5162806230574593), ('man', 0.68796622281612)]","['inches', 'hope', 'endowed', 'hope like man', 'man well endowed', 'man']","inches,hope,endowed,hope like man,man well endowed,man"
ham,No calls..messages..missed calls,0,test,calls..messages..missed calls,2,"[('missed calls', 0.02570861714399338), ('calls.', 0.04491197687864554), ('messages.', 0.04491197687864554), ('missed', 0.15831692877998726), ('calls', 0.15831692877998726)]",[],
ham,Didn't you get hep b immunisation in nigeria.,0,train,get hep b immunisation nigeria.,5,"[('immunisation nigeria', 0.04940384002065631), ('hep b immunisation', 0.09700399286574239), ('nigeria', 0.15831692877998726), ('hep', 0.29736558256021506), ('immunisation', 0.29736558256021506)]","['hep', 'immunisation']","hep,immunisation"
ham,"Fair enough, anything going on?",0,test,"fair enough, anything going on?",5,"[('fair', 0.15831692877998726)]",[],
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",0,train,"yeah hopefully, tyler can't could maybe ask around bit",9,"[('yeah', 0.15831692877998726), ('tyler', 0.15831692877998726), ('bit', 0.15831692877998726)]",[],
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0,train,u know stubborn am. even want go hospital. kept telling mark i'm weak sucker. hospitals weak suckers.,17,"[('weak sucker', 0.27370021572704134), ('weak', 0.30242416212461537), ('hospitals weak suckers', 0.30703012886707154), ('stubborn', 0.3110240972725156), ('sucker', 0.35527237199628425), ('suckers', 0.35527237199628425), ('telling mark', 0.5943716451445222), ('telling', 0.6105683111687461), ('mark', 0.6105683111687461), ('hospitals weak', 0.6286742330283347), ('hospital', 0.638182591663667), ('hospitals', 0.638182591663667), ('mark i weak', 1.000352757657138)]","['weak sucker', 'weak', 'hospitals weak suckers', 'stubborn', 'sucker', 'suckers', 'telling mark', 'telling', 'mark', 'hospitals weak', 'hospital', 'hospitals', 'mark i weak']","weak sucker,weak,hospitals weak suckers,stubborn,sucker,suckers,telling mark,telling,mark,hospitals weak,hospital,hospitals,mark i weak"
ham,What you thinked about me. First time you saw me in class.,0,train,thinked me. first time saw class.,6,"[('time saw class', 0.04940384002065631), ('thinked', 0.15831692877998726), ('class', 0.15831692877998726), ('time', 0.29736558256021506)]",['time'],time
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",0,test,"gram usually runs like &lt;#&gt; , half eighth smarter though gets almost whole second gram &lt;#&gt;",16,"[('half eighth smarter', 0.004380378746946019), ('half eighth', 0.022138323509052035), ('eighth smarter', 0.03663237450220032), ('half', 0.11521656054299435), ('gram usually runs', 0.1179331082419386), ('gram', 0.13667842094541144), ('runs', 0.1879836817695587), ('eighth', 0.1879836817695587), ('smarter', 0.1879836817695587)]",[],
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0,test,k fyi x ride early tomorrow morning he's crashing place tonight,11,"[('crashing place tonight', 0.016559150827736194), ('ride early tomorrow', 0.03339840940482845), ('early tomorrow morning', 0.03339840940482845), ('place tonight', 0.04940384002065631), ('fyi x ride', 0.09700399286574239), ('ride early', 0.09700399286574239), ('early tomorrow', 0.09700399286574239), ('tomorrow morning', 0.09700399286574239), ('morning he crashing', 0.09700399286574239), ('crashing place', 0.09700399286574239), ('tonight', 0.15831692877998726), ('fyi', 0.29736558256021506), ('ride', 0.29736558256021506), ('early', 0.29736558256021506), ('tomorrow', 0.29736558256021506), ('morning', 0.29736558256021506), ('crashing', 0.29736558256021506), ('place', 0.29736558256021506)]","['fyi', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place']","fyi,ride,early,tomorrow,morning,crashing,place"
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",0,train,"wow. never realized embarassed accomodations. thought liked it, since best could always seemed happy \the cave\"". i'm sorry give. i'm sorry offered. i'm sorry room embarassing.""",26,"[('wow', 0.07459883109391804), ('realized embarassed accomodations', 0.09859889850700047), ('embarassed accomodations', 0.17011459342639978), ('realized embarassed', 0.23668230405254048), ('accomodations', 0.33232220036314214), ('thought', 0.42034297790575054), ('happy', 0.42034297790575054), ('cave', 0.42034297790575054), ('realized', 0.43747558541953663), ('embarassed', 0.43747558541953663), ('give', 0.47053046418402145), ('offered', 0.5035854596652765), ('room embarassing', 0.5039453005071032), ('embarassing', 0.5273163836963415), ('room', 0.6354481118259877)]","['realized embarassed', 'accomodations', 'thought', 'happy', 'cave', 'realized', 'embarassed', 'give', 'offered', 'room embarassing', 'embarassing', 'room']","realized embarassed,accomodations,thought,happy,cave,realized,embarassed,give,offered,room embarassing,embarassing,room"
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,train,sms. ac sptv: new jersey devils detroit red wings play ice hockey. correct incorrect? end? reply end sptv,18,"[('sms', 0.09756636372427746), ('sptv', 0.27542251120141353), ('ice hockey', 0.3791465823509405), ('end', 0.3821590754301772), ('play ice hockey', 0.39306518175670857), ('correct incorrect', 0.43766395334378305), ('hockey', 0.4579509231374065), ('correct', 0.5517491815123355), ('incorrect', 0.5517491815123355), ('jersey devils', 0.5634178957652078), ('devils detroit', 0.5634178957652078), ('detroit red', 0.5634178957652078), ('red wings', 0.5634178957652078), ('wings play', 0.5634178957652078), ('play ice', 0.5634178957652078), ('jersey', 0.6003130428120194), ('devils', 0.6003130428120194), ('detroit', 0.6003130428120194), ('red', 0.6003130428120194), ('wings', 0.6003130428120194)]","['sptv', 'ice hockey', 'end', 'play ice hockey', 'correct incorrect', 'hockey', 'correct', 'incorrect', 'jersey devils', 'devils detroit', 'detroit red', 'red wings', 'wings play', 'play ice', 'jersey', 'devils', 'detroit', 'red', 'wings']","sptv,ice hockey,end,play ice hockey,correct incorrect,hockey,correct,incorrect,jersey devils,devils detroit,detroit red,red wings,wings play,play ice,jersey,devils,detroit,red,wings"
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0,train,know mallika sherawat yesterday? find @ &lt;url&gt;,7,"[('mallika sherawat yesterday', 0.03356262313410168), ('sherawat yesterday', 0.07796891081290885), ('mallika sherawat', 0.1495930091794576), ('find', 0.17881754828257995), ('url', 0.17881754828257995), ('yesterday', 0.2005079697193566), ('mallika', 0.36073110501666333), ('sherawat', 0.36073110501666333)]","['yesterday', 'mallika', 'sherawat']","yesterday,mallika,sherawat"
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1,train,"congrats! 1 year special cinema pass 2 yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc 4 free! bx420-ip4-5we. 150pm. dont miss out!",24,"[('congrats', 0.07603480450132771), ('call', 0.29398443649642175), ('free', 0.3378791551946096), ('year', 0.5334123225668109), ('pass', 0.5334123225668109), ('year special', 0.6236164721966415), ('cinema pass', 0.6236164721966415), ('special', 0.7200639774889672), ('cinema', 0.7200639774889672), ('dont', 0.7337013600859619), ('suprman', 0.8211950037675024), ('miss', 0.8610949188182959), ('year special cinema', 1.0379186637034612), ('special cinema pass', 1.0379186637034612), ('special cinema', 1.076809260632211), ('dont miss', 1.7158157850742677)]","['call', 'free', 'year', 'pass', 'year special', 'cinema pass', 'special', 'cinema', 'dont', 'suprman', 'miss', 'year special cinema', 'special cinema pass', 'special cinema', 'dont miss']","call,free,year,pass,year special,cinema pass,special,cinema,dont,suprman,miss,year special cinema,special cinema pass,special cinema,dont miss"
ham,"Sorry, I'll call later in meeting.",0,train,"sorry, i'll call later meeting.",5,"[('call later meeting', 0.04940384002065631), ('meeting', 0.15831692877998726), ('call', 0.29736558256021506)]",['call'],call
ham,Tell where you reached,0,train,tell reached,2,"[('reached', 0.15831692877998726)]",[],
ham,Yes..gauti and sehwag out of odi series.,0,train,yes..gauti sehwag odi series.,4,"[('gauti sehwag odi', 0.01655915082773619), ('sehwag odi series', 0.016559150827736194), ('yes.', 0.04491197687864554), ('gauti sehwag', 0.04940384002065631), ('odi series', 0.04940384002065631), ('sehwag odi', 0.09700399286574239), ('gauti', 0.15831692877998726), ('series', 0.15831692877998726), ('sehwag', 0.29736558256021506), ('odi', 0.29736558256021506)]","['sehwag', 'odi']","sehwag,odi"
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0,train,gonna pick $1 burger way home. can't even move. pain killing me.,12,"[('gonna pick', 0.050888965170882816), ('burger way home', 0.050888965170882816), ('gonna', 0.2200560909321288), ('pick', 0.2200560909321288), ('burger', 0.2200560909321288), ('home', 0.2200560909321288), ('move', 0.4949246952252326), ('pain', 0.5880798524606783), ('killing', 0.7625957055371981), ('pain killing', 0.8131286944405928)]","['gonna', 'pick', 'burger', 'home', 'move', 'pain', 'killing', 'pain killing']","gonna,pick,burger,home,move,pain,killing,pain killing"
ham,Ha ha ha good joke. Girls are situation seekers.,0,test,ha ha ha good joke. girls situation seekers.,8,"[('good joke', 0.015099935621315529), ('girls situation seekers', 0.038101939395557796), ('joke', 0.10028582371075691), ('girls situation', 0.11755105063023073), ('situation seekers', 0.11755105063023073), ('good', 0.14832923246533666), ('girls', 0.2790829227183407), ('seekers', 0.2790829227183407), ('situation', 0.37689977775222827)]","['girls', 'seekers', 'situation']","girls,seekers,situation"
ham,Its a part of checking IQ,0,test,part checking iq,3,"[('part checking', 0.04940384002065631), ('part', 0.15831692877998726), ('checking', 0.29736558256021506)]",['checking'],checking
ham,"Sorry my roommates took forever, it ok if I come by now?",0,train,"sorry roommates took forever, ok come now?",7,"[('roommates took forever', 0.04940384002065631), ('forever', 0.15831692877998726), ('roommates', 0.29736558256021506)]",['roommates'],roommates
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0,train,ok lar double check wif da hair dresser already said wun cut v short. said cut look nice.,18,"[('lar double check', 0.015411263133096773), ('double check wif', 0.015411263133096773), ('lar double', 0.059260526860675365), ('double check', 0.059260526860675365), ('check wif', 0.059260526860675365), ('wif da hair', 0.059260526860675365), ('hair dresser', 0.059260526860675365), ('wun cut', 0.12062203836488773), ('cut v short', 0.14462784154936978), ('short', 0.14840353637699516), ('cut', 0.22753915903640465), ('lar', 0.2365273465835411), ('double', 0.2365273465835411), ('check', 0.2365273465835411), ('wif', 0.2365273465835411), ('hair', 0.2365273465835411), ('dresser', 0.2365273465835411), ('wun', 0.2365273465835411), ('nice', 0.3770378920346049), ('cut look nice', 0.39073681447150077)]","['cut', 'lar', 'double', 'check', 'wif', 'hair', 'dresser', 'wun', 'nice', 'cut look nice']","cut,lar,double,check,wif,hair,dresser,wun,nice,cut look nice"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",1,test,"valued customer, pleased advise following recent review mob no. awarded å£1500 bonus prize, call 09066364589",15,"[('valued customer', 0.02570861714399338), ('bonus prize', 0.02570861714399338), ('recent review mob', 0.03339840940482845), ('call', 0.04491197687864554), ('pleased advise', 0.04940384002065631), ('advise following recent', 0.09700399286574239), ('recent review', 0.09700399286574239), ('review mob', 0.09700399286574239), ('mob no. awarded', 0.09700399286574239), ('valued', 0.15831692877998726), ('customer', 0.15831692877998726), ('pleased', 0.15831692877998726), ('bonus', 0.15831692877998726), ('prize', 0.15831692877998726), ('advise', 0.29736558256021506), ('recent', 0.29736558256021506), ('review', 0.29736558256021506), ('mob', 0.29736558256021506), ('awarded', 0.29736558256021506)]","['advise', 'recent', 'review', 'mob', 'awarded']","advise,recent,review,mob,awarded"
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0,train,"today \song dedicated day..\"" song u dedicate me? send ur valuable frnds first rply me...""",15,"[('song dedicated day.', 0.006461059332575649), ('dedicated day.', 0.03702481907590181), ('song dedicated', 0.04096440657347095), ('today', 0.07258934678807509), ('song', 0.08252252056410839), ('song u dedicate', 0.09184305149514262), ('day.', 0.1497391925531594), ('dedicated', 0.23843406751375792), ('dedicate', 0.23843406751375792), ('send ur valuable', 0.2464148712192172), ('valuable frnds', 0.3724275679522048), ('frnds first rply', 0.3724275679522048), ('send', 0.37951425938754646), ('valuable', 0.5209261917026199), ('frnds', 0.5209261917026199), ('rply', 0.5209261917026199)]","['dedicated', 'dedicate', 'send ur valuable', 'valuable frnds', 'frnds first rply', 'send', 'valuable', 'frnds', 'rply']","dedicated,dedicate,send ur valuable,valuable frnds,frnds first rply,send,valuable,frnds,rply"
